time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.952342,0.0049,0.0380,-0.0121,0.040
1.959565,0.0144,0.0237,-0.0216,0.035
1.962237,0.0000,0.0284,0.0213,0.036
1.968812,0.0048,0.0283,0.0448,0.053
1.973693,0.0285,0.0092,0.0587,0.066
1.977316,0.0425,0.0045,0.0440,0.061
1.982891,0.0421,0.0094,0.0295,0.052
1.989568,0.0418,0.0141,0.0486,0.066
1.992740,0.0320,0.0093,0.0532,0.063
1.998704,0.0317,0.0093,0.0530,0.062
2.006303,0.0030,0.0045,0.0481,0.048
2.006967,-0.0018,-0.0050,0.0290,0.029
2.013235,-0.0112,-0.0192,0.0243,0.033
2.020146,-0.0206,-0.0048,0.0245,0.032
2.023501,-0.0252,-0.0333,0.0151,0.044
2.028357,-0.0249,-0.0521,0.0297,0.065
2.033525,-0.0390,-0.0374,0.0298,0.062
2.037743,-0.0196,-0.0324,0.0065,0.038
2.043342,-0.0146,-0.0417,0.0026,0.044
2.048634,-0.0049,-0.0461,-0.0343,0.058
2.053265,0.0142,-0.0362,-0.0375,0.054
2.058266,0.0046,-0.0263,-0.0124,0.029
2.064176,-0.0048,-0.0212,0.0220,0.031
2.068233,-0.0190,-0.0067,0.0322,0.038
2.074368,-0.0425,0.0124,-0.0052,0.045
2.079859,-0.0184,-0.0019,-0.0376,0.042
2.083261,-0.0087,-0.0350,-0.0320,0.048
2.087975,-0.0133,-0.0298,-0.0173,0.037
2.094143,-0.0132,-0.0247,0.0160,0.032
2.099383,-0.0131,-0.0101,0.0250,0.030
2.102695,-0.0083,-0.0480,0.0291,0.057
2.108393,0.0155,-0.0523,-0.0191,0.058
2.116406,0.0011,-0.0470,-0.0336,0.058
2.121017,-0.0037,-0.0559,-0.0240,0.061
2.122401,-0.0179,-0.0554,-0.0239,0.063
2.128918,-0.0035,-0.0501,0.0000,0.050
2.134532,-0.0035,-0.0401,-0.0189,0.044
2.139036,0.0061,-0.0254,-0.0138,0.030
2.143058,0.0108,-0.0251,0.0007,0.027
2.149078,0.0250,-0.0247,0.0295,0.046
2.153127,0.0295,-0.0150,-0.0083,0.034
2.158827,0.0198,-0.0147,-0.0172,0.030
2.162766,0.0150,-0.0097,-0.0070,0.019
2.168842,0.0006,-0.0047,0.0032,0.006
2.174344,0.0054,0.0097,-0.0201,0.023
2.178821,0.0006,0.0193,-0.0530,0.056
2.183485,-0.0089,0.0193,-0.0334,0.040
2.189045,-0.0136,0.0146,-0.0141,0.024
2.193368,-0.0134,-0.0139,0.0049,0.020
2.198779,-0.0228,0.0100,0.0048,0.025
2.206704,-0.0179,-0.0042,0.0190,0.026
2.208214,-0.0225,0.0053,0.0378,0.044
2.212373,-0.0176,0.0053,0.0279,0.033
2.218537,-0.0174,0.0337,0.0466,0.060
2.223910,-0.0078,0.0192,0.0415,0.046
2.230339,-0.0077,-0.0048,0.0459,0.047
2.233685,0.0019,-0.0381,0.0361,0.053
2.238494,0.0066,-0.0093,0.0503,0.052
2.243539,0.0066,-0.0139,0.0074,0.017
2.247783,0.0113,-0.0138,-0.0063,0.019
2.252513,0.0113,-0.0089,0.0134,0.020
2.258889,-0.0173,0.0101,-0.0096,0.022
2.263397,-0.0313,-0.0090,-0.0132,0.035
2.268279,-0.0500,-0.0091,-0.0453,0.068
2.274854,-0.0590,-0.0140,-0.0579,0.084
2.279286,-0.0727,0.0048,-0.0227,0.076
2.283492,-0.0625,-0.0052,-0.0161,0.065
2.288336,-0.0952,-0.0010,0.0051,0.095
2.293414,-0.0752,0.0220,-0.0020,0.078
2.299209,-0.0792,0.0210,0.0105,0.083
2.307611,-0.0736,0.0245,0.0759,0.109
2.308022,-0.0110,0.0184,0.1128,0.115
2.312559,0.0226,0.0123,0.1024,0.106
2.317582,0.0702,0.0253,0.0452,0.087
2.323378,0.0414,0.0193,0.0459,0.065
2.327999,0.1221,0.0324,0.0515,0.136
2.334306,0.1594,0.0221,-0.0336,0.164
2.338217,0.1536,0.0215,-0.1279,0.201
2.343081,0.1193,-0.0120,-0.1843,0.220
2.348843,0.0853,-0.0261,-0.2078,0.226
2.352260,0.0277,-0.0162,-0.2414,0.243
2.358370,-0.0295,-0.0113,-0.3182,0.320
2.363169,-0.0624,-0.0015,-0.2759,0.283
2.368102,-0.0713,-0.0060,-0.2157,0.227
2.373351,-0.0564,-0.0058,-0.1091,0.123
2.379575,-0.0370,0.0183,-0.0467,0.062
2.383629,-0.0557,0.0563,0.0244,0.083
2.388649,-0.0648,0.0558,0.1182,0.146
2.393014,-0.0501,0.0173,0.0685,0.087
2.399162,-0.0070,0.0121,0.0713,0.073
2.402381,0.0310,-0.0025,0.0597,0.067
2.410235,0.0307,-0.0074,0.0625,0.070
2.413724,0.0303,0.0116,0.0605,0.069
2.418634,0.0395,-0.0124,0.0867,0.096
2.423239,0.0390,-0.0314,0.1027,0.114
2.428115,0.0290,-0.0264,0.1085,0.115
2.433334,0.0381,-0.0120,0.0755,0.085
2.438303,0.0091,-0.0024,0.0900,0.090
2.442808,0.0135,0.0166,0.0801,0.083
2.447495,-0.0534,0.0022,-0.0056,0.054
2.452916,-0.0341,-0.0027,-0.0046,0.035
2.457852,-0.0293,-0.0172,0.0301,0.045
2.463914,-0.0435,-0.0171,0.0509,0.069
2.468704,-0.0290,-0.0173,0.0341,0.048
2.473458,-0.0193,-0.0363,0.0323,0.052
2.480075,-0.0192,-0.0124,0.0118,0.026
2.482764,-0.0096,-0.0219,0.0439,0.050
2.488943,-0.0001,-0.0314,0.0376,0.049
2.493260,0.0093,-0.0264,0.0457,0.054
2.500758,0.0044,-0.0168,0.0393,0.043
2.503391,0.0233,-0.0262,0.0422,0.055
2.508045,0.0278,-0.0166,0.0357,0.048
2.512741,0.0322,-0.0071,0.0104,0.035
2.520865,0.0889,-0.0213,-0.0191,0.093
2.524292,0.0976,-0.0069,-0.0006,0.098
2.529520,0.1063,-0.0067,0.0035,0.107
2.533758,0.0721,-0.0112,-0.0212,0.076
2.538666,0.0714,-0.0013,-0.0318,0.078
2.543239,0.0375,-0.0153,-0.0755,0.086
2.548130,0.0276,-0.0053,-0.0809,0.086
2.553973,-0.0297,-0.0048,-0.0720,0.078
2.558833,-0.0628,0.0003,-0.0489,0.080
2.564171,-0.0956,0.0147,-0.0309,0.102
2.568452,-0.1091,0.0145,-0.0273,0.113
2.573681,-0.0798,0.0286,-0.0334,0.091
2.579819,-0.0602,0.0233,-0.0156,0.066
2.583575,-0.0218,0.0086,-0.0025,0.024
2.588383,0.0163,0.0129,-0.0130,0.025
2.593802,0.0209,0.0220,0.0052,0.031
2.600324,0.0301,0.0216,0.0044,0.037
2.607284,0.0631,-0.0121,0.0370,0.074
2.608543,0.0815,-0.0216,0.0079,0.085
2.613917,0.0809,-0.0262,-0.0064,0.085
2.618958,0.0850,-0.0355,-0.0394,0.100
2.623177,0.0463,-0.0303,-0.0626,0.084
2.629296,0.0269,-0.0204,-0.0574,0.067
2.633917,-0.0066,-0.0248,-0.0192,0.032
2.639227,-0.0208,-0.0149,-0.0099,0.027
2.643954,-0.0634,-0.0194,-0.0482,0.082
2.648872,-0.0487,-0.0095,-0.0339,0.060
2.653171,-0.0293,0.0240,-0.0200,0.043
2.660520,-0.0101,0.0334,-0.0205,0.040
2.664712,0.0232,0.0522,-0.0161,0.059
2.669430,0.0325,0.0424,0.0073,0.054
2.676695,0.0322,0.0660,0.0066,0.074
2.681287,0.0509,0.0705,0.0248,0.090
2.686152,0.0409,0.0369,0.0520,0.076
2.688304,0.0262,0.0463,0.0312,0.062
2.694160,0.0164,0.0604,0.0386,0.074
2.707279,0.0019,0.0459,0.0409,0.062
2.707842,0.0208,0.0173,0.0384,0.047
2.708041,0.0252,0.0175,0.0169,0.035
